id,sender,subject,email_text,label
24852,cryptoscam24852@inbox.net,Claim Prize,Join our crypto platform and start earning guaranteed returns.,Spam
18106,cryptoscam18106@support.io,Limited Time Deal,Limited crypto investment slots available today.,Spam
19544,bankingscam19544@support.io,Win Cash,Unusual activity found on your account. Verify your details.,Spam
2726,cryptoscam2726@support.io,Limited Time Deal,Double your investment with this exclusive crypto opportunity.,Spam
42602,finance42602@support.io,Course Information,Please review the attached invoice for processing.,Ham
11523,shoppingoffers11523@support.io,Win Cash,Exclusive discount available on premium products today.,Spam
3157,lottery3157@mail.com,Exclusive Offer,You have won a grand prize. Complete the claim process now.,Spam
24828,phishing24828@mail.com,Win Cash,Your email account password is expiring. Update credentials now.,Spam
26658,education26658@inbox.net,Invoice Notice,Your assignment submission deadline is approaching.,Ham
3928,phishing3928@mail.com,Win Cash,Verify your login information to maintain account access.,Spam
22709,fakejobs22709@company.org,Claim Prize,Immediate hiring for online positions with attractive salaries.,Spam
11601,fakejobs11601@inbox.net,Limited Time Deal,Work remotely and earn a high monthly income with no experience.,Spam
41005,healthcare41005@mail.com,Meeting Reminder,Your medical report is ready for review.,Ham
26094,finance26094@mail.com,Appointment Reminder,Please review the attached invoice for processing.,Ham
19617,shoppingoffers19617@mail.com,Reward Waiting,Exclusive discount available on premium products today.,Spam
43611,education43611@mail.com,Invoice Notice,The course materials have been uploaded to the portal.,Ham
27233,personal27233@mail.com,Appointment Reminder,Looking forward to catching up with you soon.,Ham
2194,lottery2194@support.io,Reward Waiting,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
49068,office49068@inbox.net,Course Information,Kindly provide your feedback on the latest proposal.,Ham
20613,shoppingoffers20613@inbox.net,Urgent Verification,Huge seasonal sale with limited-time rewards.,Spam
11663,phishing11663@mail.com,Claim Prize,Your email account password is expiring. Update credentials now.,Spam
32265,finance32265@support.io,Invoice Notice,Payment confirmation has been successfully received.,Ham
36604,support36604@company.org,Support Update,Thank you for contacting customer support.,Ham
7135,bankingscam7135@inbox.net,Urgent Verification,Unusual activity found on your account. Verify your details.,Spam
46311,personal46311@mail.com,Support Update,Thank you for your support and assistance.,Ham
19396,shoppingoffers19396@mail.com,Reward Waiting,Huge seasonal sale with limited-time rewards.,Spam
10706,shoppingoffers10706@inbox.net,Limited Time Deal,Exclusive discount available on premium products today.,Spam
1204,shoppingoffers1204@inbox.net,Reward Waiting,Huge seasonal sale with limited-time rewards.,Spam
21882,phishing21882@company.org,Exclusive Offer,Your email account password is expiring. Update credentials now.,Spam
25475,personal25475@inbox.net,Course Information,Hope you are doing well and having a great week.,Ham
9750,fakejobs9750@support.io,Reward Waiting,Immediate hiring for online positions with attractive salaries.,Spam
20765,lottery20765@inbox.net,Claim Prize,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
2236,shoppingoffers2236@company.org,Exclusive Offer,Huge seasonal sale with limited-time rewards.,Spam
7031,lottery7031@mail.com,Urgent Verification,Your lucky ticket has been chosen for a cash reward.,Spam
7092,fakejobs7092@service.co,Claim Prize,Start your dream job from home and get paid weekly.,Spam
1552,bankingscam1552@service.co,Claim Prize,Unusual activity found on your account. Verify your details.,Spam
43892,education43892@support.io,Project Update,Please attend the scheduled academic session.,Ham
43518,healthcare43518@inbox.net,Appointment Reminder,Please follow the instructions shared by your healthcare provider.,Ham
13294,phishing13294@inbox.net,Claim Prize,Your email account password is expiring. Update credentials now.,Spam
30228,personal30228@inbox.net,Course Information,Hope you are doing well and having a great week.,Ham
31812,finance31812@support.io,Meeting Reminder,Please review the attached invoice for processing.,Ham
43397,personal43397@mail.com,Invoice Notice,Hope you are doing well and having a great week.,Ham
7638,fakejobs7638@service.co,Win Cash,Immediate hiring for online positions with attractive salaries.,Spam
49816,personal49816@mail.com,Meeting Reminder,Hope you are doing well and having a great week.,Ham
33298,finance33298@support.io,Course Information,Your monthly account statement is now available.,Ham
38818,personal38818@inbox.net,Support Update,Thank you for your support and assistance.,Ham
21168,cryptoscam21168@inbox.net,Urgent Verification,Join our crypto platform and start earning guaranteed returns.,Spam
32386,office32386@service.co,Meeting Reminder,The team meeting agenda has been shared for discussion.,Ham
35796,education35796@company.org,Project Update,The course materials have been uploaded to the portal.,Ham
37197,healthcare37197@support.io,Appointment Reminder,Your medical report is ready for review.,Ham
14961,lottery14961@support.io,Investment Opportunity,You have won a grand prize. Complete the claim process now.,Spam
44586,office44586@inbox.net,Project Update,Please review the project update before tomorrow's meeting.,Ham
6657,phishing6657@support.io,Reward Waiting,A security review requires immediate confirmation of your identity.,Spam
24109,fakejobs24109@service.co,Urgent Verification,Start your dream job from home and get paid weekly.,Spam
1648,bankingscam1648@company.org,Investment Opportunity,Your bank account requires urgent verification to avoid suspension.,Spam
10535,bankingscam10535@service.co,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
18452,bankingscam18452@support.io,Reward Waiting,Your bank account requires urgent verification to avoid suspension.,Spam
20242,bankingscam20242@company.org,Claim Prize,Unusual activity found on your account. Verify your details.,Spam
16306,fakejobs16306@support.io,Reward Waiting,Start your dream job from home and get paid weekly.,Spam
26230,finance26230@support.io,Course Information,Please review the attached invoice for processing.,Ham
43644,support43644@company.org,Meeting Reminder,We have resolved the issue reported in your request.,Ham
47410,finance47410@inbox.net,Appointment Reminder,Your monthly account statement is now available.,Ham
4187,bankingscam4187@service.co,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
14336,phishing14336@mail.com,Reward Waiting,Your email account password is expiring. Update credentials now.,Spam
9414,fakejobs9414@mail.com,Win Cash,Start your dream job from home and get paid weekly.,Spam
16507,lottery16507@inbox.net,Claim Prize,Your lucky ticket has been chosen for a cash reward.,Spam
40571,office40571@company.org,Invoice Notice,Please review the project update before tomorrow's meeting.,Ham
6818,bankingscam6818@inbox.net,Reward Waiting,Unusual activity found on your account. Verify your details.,Spam
45558,education45558@mail.com,Project Update,Please attend the scheduled academic session.,Ham
12787,cryptoscam12787@mail.com,Reward Waiting,Double your investment with this exclusive crypto opportunity.,Spam
30141,personal30141@inbox.net,Appointment Reminder,Thank you for your support and assistance.,Ham
38533,support38533@company.org,Project Update,Your support ticket has been updated by our team.,Ham
15516,lottery15516@support.io,Win Cash,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
4925,shoppingoffers4925@company.org,Win Cash,Huge seasonal sale with limited-time rewards.,Spam
49126,personal49126@support.io,Course Information,Looking forward to catching up with you soon.,Ham
27142,support27142@mail.com,Course Information,We have resolved the issue reported in your request.,Ham
25042,healthcare25042@service.co,Support Update,Reminder for your upcoming health checkup appointment.,Ham
2784,lottery2784@company.org,Limited Time Deal,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
42939,healthcare42939@inbox.net,Support Update,Reminder for your upcoming health checkup appointment.,Ham
3826,lottery3826@service.co,Exclusive Offer,You have won a grand prize. Complete the claim process now.,Spam
17984,bankingscam17984@support.io,Urgent Verification,Security alert detected. Confirm your banking information immediately.,Spam
3490,cryptoscam3490@inbox.net,Limited Time Deal,Join our crypto platform and start earning guaranteed returns.,Spam
33536,office33536@mail.com,Project Update,The team meeting agenda has been shared for discussion.,Ham
11182,lottery11182@service.co,Claim Prize,Your lucky ticket has been chosen for a cash reward.,Spam
41613,healthcare41613@support.io,Support Update,Reminder for your upcoming health checkup appointment.,Ham
33404,support33404@company.org,Meeting Reminder,We have resolved the issue reported in your request.,Ham
46091,healthcare46091@inbox.net,Appointment Reminder,Your medical report is ready for review.,Ham
10509,bankingscam10509@inbox.net,Reward Waiting,Security alert detected. Confirm your banking information immediately.,Spam
15508,lottery15508@service.co,Urgent Verification,You have won a grand prize. Complete the claim process now.,Spam
29575,finance29575@company.org,Project Update,Your monthly account statement is now available.,Ham
